Country,Year,Renewables (% of energy produced)
Eastern Africa,2014,32.929
Eastern Africa,2015,31.902
Eastern Africa,2016,30.935
Eastern Africa,2017,30.202
Eastern Africa,2018,30.547
Eastern Africa,2019,30.396
Eastern Africa,2020,34.614
Ecuador,1965,8.031
Ecuador,1966,8.737
Ecuador,1967,8.897
Ecuador,1968,7.866
Ecuador,1969,8.218
Ecuador,1970,7.653
Ecuador,1971,7.567
Ecuador,1972,7.323
Ecuador,1973,6.685
Ecuador,1974,6.583
Ecuador,1975,8.172
Ecuador,1976,7.146
Ecuador,1977,5.537
Ecuador,1978,7.514
Ecuador,1979,6.463
Ecuador,1980,6.265
Ecuador,1981,5.042
Ecuador,1982,5.273
Ecuador,1983,10.386
Ecuador,1984,17.612
Ecuador,1985,15.085
Ecuador,1986,17.637
Ecuador,1987,19.516
Ecuador,1988,17.825
Ecuador,1989,17.743
Ecuador,1990,17.296
Ecuador,1991,15.928
Ecuador,1992,15.685
Ecuador,1993,17.699
Ecuador,1994,18.395
Ecuador,1995,15.268
Ecuador,1996,16.503
Ecuador,1997,15.247
Ecuador,1998,15.102
Ecuador,1999,18.301
Ecuador,2000,20.577
Ecuador,2001,18.726
Ecuador,2002,20.078
Ecuador,2003,18.726
Ecuador,2004,17.804
Ecuador,2005,15.73
Ecuador,2006,15.394
Ecuador,2007,18.55
Ecuador,2008,21.545
Ecuador,2009,17.949
Ecuador,2010,15.077
Ecuador,2011,18.203
Ecuador,2012,18.82
Ecuador,2013,16.451
Ecuador,2014,16.332
Ecuador,2015,18.603
Ecuador,2016,22.43
Ecuador,2017,27.015
Ecuador,2018,26.149
Ecuador,2019,30.388
Ecuador,2020,35.111
Egypt,1965,5.267
Egypt,1966,5.274
Egypt,1967,6.643
Egypt,1968,9.41
Egypt,1969,15.256
Egypt,1970,14.378
Egypt,1971,15.061
Egypt,1972,13.872
Egypt,1973,14.659
Egypt,1974,15.315
Egypt,1975,15.331
Egypt,1976,15.104
Egypt,1977,15.725
Egypt,1978,16.363
Egypt,1979,14.476
Egypt,1980,12.972
Egypt,1981,11.857
Egypt,1982,10.91
Egypt,1983,9.433
Egypt,1984,8.482
Egypt,1985,7.766
Egypt,1986,7.446
Egypt,1987,7.018
Egypt,1988,6.807
Egypt,1989,6.939
Egypt,1990,7.097
Egypt,1991,6.979
Egypt,1992,6.965
Egypt,1993,7.168
Egypt,1994,7.245
Egypt,1995,7.134
Egypt,1996,6.947
Egypt,1997,6.835
Egypt,1998,6.75
Egypt,1999,6.992
Egypt,2000,6.998
Egypt,2001,6.818
Egypt,2002,6.431
Egypt,2003,5.592
Egypt,2004,5.537
Egypt,2005,5.064
Egypt,2006,4.906
Egypt,2007,5.107
Egypt,2008,5.179
Egypt,2009,4.533
Egypt,2010,4.166
Egypt,2011,4.16
Egypt,2012,3.973
Egypt,2013,3.966
Egypt,2014,3.927
Egypt,2015,4.044
Egypt,2016,3.878
Egypt,2017,3.672
Egypt,2018,3.797
Egypt,2019,4.543
Egypt,2020,5.558
Estonia,1985,0
Estonia,1986,0
Estonia,1987,0
Estonia,1988,0
Estonia,1989,0
Estonia,1990,0
Estonia,1991,0
Estonia,1992,0
Estonia,1993,0
Estonia,1994,0
Estonia,1995,0.029
Estonia,1996,0.023
Estonia,1997,0.037
Estonia,1998,0.058
Estonia,1999,0.084
Estonia,2000,0.093
Estonia,2001,0.088
Estonia,2002,0.169
Estonia,2003,0.202
Estonia,2004,0.26
Estonia,2005,0.47
Estonia,2006,0.559
Estonia,2007,0.569
Estonia,2008,0.791
Estonia,2009,2.405
Estonia,2010,3.824
Estonia,2011,4.161
Estonia,2012,5.097
Estonia,2013,4.058
Estonia,2014,4.646
Estonia,2015,5.496
Estonia,2016,5.419
Estonia,2017,7.817
Estonia,2018,5.912
Estonia,2019,8.712
Estonia,2020,11.112
Europe,1965,6.861
Europe,1966,7.173
Europe,1967,6.973
Europe,1968,6.78
Europe,1969,6.231
Europe,1970,6.143
Europe,1971,6.042
Europe,1972,5.996
Europe,1973,5.761
Europe,1974,6.313
Europe,1975,6.513
Europe,1976,5.707
Europe,1977,6.777
Europe,1978,6.523
Europe,1979,6.614
Europe,1980,6.597
Europe,1981,6.853
Europe,1982,6.912
Europe,1983,7.052
Europe,1984,6.951
Europe,1985,6.027
Europe,1986,5.756
Europe,1987,6.132
Europe,1988,6.503
Europe,1989,5.701
Europe,1990,5.802
Europe,1991,6.004
Europe,1992,6.421
Europe,1993,6.816
Europe,1994,7.07
Europe,1995,7.062
Europe,1996,6.717
Europe,1997,7.058
Europe,1998,7.394
Europe,1999,7.55
Europe,2000,7.841
Europe,2001,7.729
Europe,2002,7.354
Europe,2003,6.987
Europe,2004,7.578
Europe,2005,7.806
Europe,2006,7.916
Europe,2007,8.405
Europe,2008,9.132
Europe,2009,10.041
Europe,2010,10.822
Europe,2011,10.896
Europe,2012,12.293
Europe,2013,13.318
Europe,2014,14.069
Europe,2015,14.644
Europe,2016,14.685
Europe,2017,14.652
Europe,2018,15.703
Europe,2019,16.577
Europe,2020,19.132
European Union (27),1965,6.36
European Union (27),1966,6.715
European Union (27),1967,6.268
European Union (27),1968,5.976
European Union (27),1969,5.429
European Union (27),1970,5.368
European Union (27),1971,5.172
European Union (27),1972,5.14
European Union (27),1973,4.847
European Union (27),1974,5.284
European Union (27),1975,5.359
European Union (27),1976,4.417
European Union (27),1977,5.752
European Union (27),1978,5.392
European Union (27),1979,5.449
European Union (27),1980,5.284
European Union (27),1981,5.368
European Union (27),1982,5.395
European Union (27),1983,5.482
European Union (27),1984,5.401
European Union (27),1985,5.252
European Union (27),1986,4.932
European Union (27),1987,5.284
European Union (27),1988,5.537
European Union (27),1989,4.548
European Union (27),1990,4.842
European Union (27),1991,5.095
European Union (27),1992,5.418
European Union (27),1993,5.634
European Union (27),1994,5.84
European Union (27),1995,5.735
European Union (27),1996,5.559
European Union (27),1997,5.844
European Union (27),1998,6.066
European Union (27),1999,6.125
European Union (27),2000,6.473
European Union (27),2001,6.705
European Union (27),2002,6.041
European Union (27),2003,5.963
European Union (27),2004,6.493
European Union (27),2005,6.552
European Union (27),2006,6.909
European Union (27),2007,7.477
European Union (27),2008,8.229
European Union (27),2009,9.249
European Union (27),2010,10.158
European Union (27),2011,10.33
European Union (27),2012,11.737
European Union (27),2013,12.832
European Union (27),2014,13.752
European Union (27),2015,13.817
European Union (27),2016,13.809
European Union (27),2017,13.692
European Union (27),2018,14.681
European Union (27),2019,15.376
European Union (27),2020,17.951
Finland,1965,22.846
Finland,1966,22.266
Finland,1967,23.723
Finland,1968,19.666
Finland,1969,14.871
Finland,1970,14.698
Finland,1971,16.066
Finland,1972,14.797
Finland,1973,13.676
Finland,1974,17.157
Finland,1975,16.222
Finland,1976,11.846
Finland,1977,14.424
Finland,1978,11.157
Finland,1979,11.46
Finland,1980,10.815
Finland,1981,14.372
Finland,1982,13.954
Finland,1983,14.629
Finland,1984,13.688
Finland,1985,12.132
Finland,1986,12.047
Finland,1987,12.746
Finland,1988,12.424
Finland,1989,12.059
Finland,1990,14.007
Finland,1991,15.564
Finland,1992,17.231
Finland,1993,16.559
Finland,1994,14.795
Finland,1995,16.64
Finland,1996,14.388
Finland,1997,15.945
Finland,1998,18.913
Finland,1999,16.716
Finland,2000,18.361
Finland,2001,16.43
Finland,2002,14.947
Finland,2003,13.31
Finland,2004,17.966
Finland,2005,17.886
Finland,2006,15.925
Finland,2007,17.245
Finland,2008,20.632
Finland,2009,17.521
Finland,2010,17.8
Finland,2011,19.083
Finland,2012,22.937
Finland,2013,20.487
Finland,2014,22.503
Finland,2015,25.914
Finland,2016,24.251
Finland,2017,26.272
Finland,2018,26.013
Finland,2019,26.616
Finland,2020,30.127
France,1965,10.008
France,1966,10.971
France,1967,9.003
France,1968,9.528
France,1969,9.092
France,1970,8.998
France,1971,7.485
France,1972,7.014
France,1973,6.316
France,1974,7.555
France,1975,8.542
France,1976,6.499
France,1977,10.01
France,1978,8.599
France,1979,8.128
France,1980,8.61
France,1981,9.037
France,1982,9.184
France,1983,8.83
France,1984,8.104
France,1985,7.473
France,1986,7.36
France,1987,8.144
France,1988,8.709
France,1989,5.301
France,1990,5.894
France,1991,5.935
France,1992,7.017
France,1993,6.612
France,1994,8.136
France,1995,7.43
France,1996,6.533
France,1997,6.458
France,1998,6.137
France,1999,7.013
France,2000,6.4
France,2001,7.027
France,2002,5.851
France,2003,5.643
France,2004,5.65
France,2005,5.075
France,2006,5.652
France,2007,6.299
France,2008,7.262
France,2009,7.331
France,2010,7.815
France,2011,6.819
France,2012,8.674
France,2013,9.918
France,2014,9.915
France,2015,9.603
France,2016,10.375
France,2017,9.841
France,2018,11.464
France,2019,11.699
France,2020,14.086
Germany,1965,1.518
Germany,1966,1.638
Germany,1967,1.559
Germany,1968,1.482
Germany,1969,1.115
Germany,1970,1.421
Germany,1971,1.103
Germany,1972,1.049
Germany,1973,1.135
Germany,1974,1.328
Germany,1975,1.344
Germany,1976,1.047
Germany,1977,1.307
Germany,1978,1.319
Germany,1979,1.259
Germany,1980,1.381
Germany,1981,1.472
Germany,1982,1.513
Germany,1983,1.403
Germany,1984,1.345
Germany,1985,1.237
Germany,1986,1.32
Germany,1987,1.415
Germany,1988,1.406
Germany,1989,1.309
Germany,1990,1.252
Germany,1991,1.187
Germany,1992,1.424
Germany,1993,1.481
Germany,1994,1.628
Germany,1995,1.768
Germany,1996,1.573
Germany,1997,1.688
Germany,1998,1.883
Germany,1999,2.132
Germany,2000,2.802
Germany,2001,2.753
Germany,2002,3.279
Germany,2003,3.318
Germany,2004,4.12
Germany,2005,4.78
Germany,2006,5.539
Germany,2007,7.018
Germany,2008,7.131
Germany,2009,7.696
Germany,2010,8.033
Germany,2011,9.662
Germany,2012,10.889
Germany,2013,11.036
Germany,2014,12.209
Germany,2015,13.659
Germany,2016,13.425
Germany,2017,14.946
Germany,2018,15.846
Germany,2019,17.478
Germany,2020,19.575
Greece,1965,2.816
Greece,1966,5.566
Greece,1967,4.849
Greece,1968,3.843
Greece,1969,5.47
Greece,1970,6.318
Greece,1971,5.332
Greece,1972,4.796
Greece,1973,3.459
Greece,1974,3.736
Greece,1975,2.828
Greece,1976,2.386
Greece,1977,2.354
Greece,1978,3.599
Greece,1979,4.894
Greece,1980,4.717
Greece,1981,4.831
Greece,1982,4.982
Greece,1983,3.252
Greece,1984,3.811
Greece,1985,3.535
Greece,1986,4.07
Greece,1987,3.198
Greece,1988,2.577
Greece,1989,1.908
Greece,1990,1.714
Greece,1991,2.961
Greece,1992,2.074
Greece,1993,2.157
Greece,1994,2.4
Greece,1995,3.131
Greece,1996,3.758
Greece,1997,3.266
Greece,1998,2.973
Greece,1999,3.733
Greece,2000,3.092
Greece,2001,2.155
Greece,2002,2.611
Greece,2003,4.041
Greece,2004,4.033
Greece,2005,4.325
Greece,2006,5.007
Greece,2007,2.916
Greece,2008,3.738
Greece,2009,5.489
Greece,2010,7.367
Greece,2011,5.786
Greece,2012,7.626
Greece,2013,11.42
Greece,2014,10.239
Greece,2015,12.286
Greece,2016,12.485
Greece,2017,10.973
Greece,2018,12.764
Greece,2019,12.013
Greece,2020,15.973
Hong Kong,1965,0
Hong Kong,1966,0
Hong Kong,1967,0
Hong Kong,1968,0
Hong Kong,1969,0
Hong Kong,1970,0
Hong Kong,1971,0
Hong Kong,1972,0
Hong Kong,1973,0
Hong Kong,1974,0
Hong Kong,1975,0
Hong Kong,1976,0
Hong Kong,1977,0
Hong Kong,1978,0
Hong Kong,1979,0
Hong Kong,1980,0
Hong Kong,1981,0
Hong Kong,1982,0
Hong Kong,1983,0
Hong Kong,1984,0
Hong Kong,1985,0
Hong Kong,1986,0
Hong Kong,1987,0
Hong Kong,1988,0
Hong Kong,1989,0
Hong Kong,1990,0
Hong Kong,1991,0
Hong Kong,1992,0
Hong Kong,1993,0
Hong Kong,1994,0
Hong Kong,1995,0
Hong Kong,1996,0
Hong Kong,1997,0
Hong Kong,1998,0
Hong Kong,1999,0
Hong Kong,2000,0
Hong Kong,2001,0
Hong Kong,2002,0
Hong Kong,2003,0
Hong Kong,2004,0
Hong Kong,2005,0
Hong Kong,2006,0.001
Hong Kong,2007,0.001
Hong Kong,2008,0.001
Hong Kong,2009,0.001
Hong Kong,2010,0.033
Hong Kong,2011,0.035
Hong Kong,2012,0.035
Hong Kong,2013,0.03
Hong Kong,2014,0.036
Hong Kong,2015,0.046
Hong Kong,2016,0.05
Hong Kong,2017,0.047
Hong Kong,2018,0.047
Hong Kong,2019,0.054
Hong Kong,2020,0.117
Hungary,1965,0.113
Hungary,1966,0.148
Hungary,1967,0.127
Hungary,1968,0.133
Hungary,1969,0.133
Hungary,1970,0.114
Hungary,1971,0.121
Hungary,1972,0.134
Hungary,1973,0.114
Hungary,1974,0.088
Hungary,1975,0.168
Hungary,1976,0.159
Hungary,1977,0.137
Hungary,1978,0.118
Hungary,1979,0.126
Hungary,1980,0.097
Hungary,1981,0.146
Hungary,1982,0.138
Hungary,1983,0.137
Hungary,1984,0.156
Hungary,1985,0.129
Hungary,1986,0.129
Hungary,1987,0.136
Hungary,1988,0.139
Hungary,1989,0.133
Hungary,1990,0.168
Hungary,1991,0.201
Hungary,1992,0.196
Hungary,1993,0.203
Hungary,1994,0.202
Hungary,1995,0.213
Hungary,1996,0.245
Hungary,1997,0.263
Hungary,1998,0.207
Hungary,1999,0.237
Hungary,2000,0.242
Hungary,2001,0.248
Hungary,2002,0.23
Hungary,2003,0.323
Hungary,2004,0.88
Hungary,2005,1.638
Hungary,2006,1.318
Hungary,2007,1.676
Hungary,2008,2.116
Hungary,2009,2.81
Hungary,2010,2.853
Hungary,2011,2.627
Hungary,2012,2.737
Hungary,2013,3.019
Hungary,2014,3.398
Hungary,2015,3.285
Hungary,2016,3.225
Hungary,2017,3.263
Hungary,2018,3.485
Hungary,2019,4.265
Hungary,2020,4.932
Iceland,1965,23.831
Iceland,1966,22.105
Iceland,1967,23.785
Iceland,1968,23.237
Iceland,1969,29.315
Iceland,1970,40.186
Iceland,1971,40.203
Iceland,1972,41.097
Iceland,1973,43.535
Iceland,1974,45.894
Iceland,1975,47.011
Iceland,1976,48.465
Iceland,1977,49.052
Iceland,1978,48.594
Iceland,1979,50.933
Iceland,1980,54.423
Iceland,1981,55.27
Iceland,1982,60.023
Iceland,1983,61.32
Iceland,1984,60.607
Iceland,1985,60.024
Iceland,1986,60.715
Iceland,1987,60.199
Iceland,1988,60.681
Iceland,1989,59.397
Iceland,1990,58.891
Iceland,1991,60.115
Iceland,1992,59.552
Iceland,1993,59.615
Iceland,1994,59.611
Iceland,1995,60.16
Iceland,1996,58.376
Iceland,1997,60.845
Iceland,1998,63.259
Iceland,1999,66.128
Iceland,2000,66.581
Iceland,2001,68.461
Iceland,2002,68.57
Iceland,2003,68.49
Iceland,2004,67.693
Iceland,2005,67.457
Iceland,2006,69.839
Iceland,2007,73.328
Iceland,2008,80.334
Iceland,2009,81.746
Iceland,2010,82.334
Iceland,2011,82.545
Iceland,2012,82.835
Iceland,2013,82.367
Iceland,2014,82.011
Iceland,2015,81.02
Iceland,2016,79.076
Iceland,2017,77.945
Iceland,2018,77.09
Iceland,2019,79.289
Iceland,2020,82.74
India,1965,8.643
India,1966,8.758
India,1967,9.507
India,1968,10.267
India,1969,10.283
India,1970,11.151
India,1971,11.763
India,1972,10.844
India,1973,11.316
India,1974,10.271
India,1975,11.421
India,1976,11.392
India,1977,11.753
India,1978,14.048
India,1979,12.826
India,1980,12.743
India,1981,12.261
India,1982,10.437
India,1983,9.558
India,1984,10.001
India,1985,9.14
India,1986,8.662
India,1987,7.582
India,1988,7.771
India,1989,8.257
India,1990,8.068
India,1991,8.53
India,1992,7.685
India,1993,7.585
India,1994,8.183
India,1995,7.252
India,1996,6.4
India,1997,6.192
India,1998,6.959
India,1999,6.713
India,2000,6.005
India,2001,5.639
India,2002,5.404
India,2003,5.296
India,2004,7.033
India,2005,6.49
India,2006,7.249
India,2007,7.38
India,2008,6.803
India,2009,6.063
India,2010,6.131
India,2011,6.994
India,2012,6.294
India,2013,6.823
India,2014,6.837
India,2015,6.481
India,2016,6.501
India,2017,6.965
India,2018,7.34
India,2019,8.174
India,2020,9.017
Indonesia,1965,6.022
Indonesia,1966,7.898
Indonesia,1967,8.981
Indonesia,1968,10.412
Indonesia,1969,9.643
Indonesia,1970,10.946
Indonesia,1971,3.768
Indonesia,1972,3.176
Indonesia,1973,3.554
Indonesia,1974,3.674
Indonesia,1975,3.146
Indonesia,1976,1.756
Indonesia,1977,2.209
Indonesia,1978,1.424
Indonesia,1979,1.387
Indonesia,1980,1.174
Indonesia,1981,1.077
Indonesia,1982,1.153
Indonesia,1983,1.634
Indonesia,1984,1.647
Indonesia,1985,1.894
Indonesia,1986,2.751
Indonesia,1987,2.677
Indonesia,1988,2.786
Indonesia,1989,3.141
Indonesia,1990,3.46
Indonesia,1991,3.542
Indonesia,1992,4.093
Indonesia,1993,3.604
Indonesia,1994,3.237
Indonesia,1995,3.33
Indonesia,1996,3.318
Indonesia,1997,2.352
Indonesia,1998,3.802
Indonesia,1999,3.655
Indonesia,2000,3.51
Indonesia,2001,3.874
Indonesia,2002,3.456
Indonesia,2003,3.05
Indonesia,2004,3.227
Indonesia,2005,3.333
Indonesia,2006,3.063
Indonesia,2007,3.195
Indonesia,2008,3.437
Indonesia,2009,3.485
Indonesia,2010,4.107
Indonesia,2011,3.186
Indonesia,2012,3.177
Indonesia,2013,3.711
Indonesia,2014,4.206
Indonesia,2015,3.558
Indonesia,2016,5.164
Indonesia,2017,4.993
Indonesia,2018,5.041
Indonesia,2019,5.704
Indonesia,2020,7.095
Iran,1965,4.924
Iran,1966,4.854
Iran,1967,4.75
Iran,1968,4.647
Iran,1969,4.557
Iran,1970,4.159
Iran,1971,4.081
Iran,1972,4.729
Iran,1973,3.349
Iran,1974,3.253
Iran,1975,2.931
Iran,1976,2.913
Iran,1977,2.658
Iran,1978,4.263
Iran,1979,3.422
Iran,1980,3.828
Iran,1981,4.165
Iran,1982,3.872
Iran,1983,3.19
Iran,1984,2.759
Iran,1985,2.549
Iran,1986,3.253
Iran,1987,3.364
Iran,1988,3.481
Iran,1989,2.598
Iran,1990,2.531
Iran,1991,1.771
Iran,1992,2.631
Iran,1993,3.255
Iran,1994,1.901
Iran,1995,2.188
Iran,1996,2.13
Iran,1997,1.393
Iran,1998,1.685
Iran,1999,1.081
Iran,2000,0.76
Iran,2001,0.769
Iran,2002,1.357
Iran,2003,1.583
Iran,2004,1.772
Iran,2005,2.015
Iran,2006,2.353
Iran,2007,2.136
Iran,2008,0.868
Iran,2009,0.766
Iran,2010,1.127
Iran,2011,1.118
Iran,2012,1.282
Iran,2013,1.434
Iran,2014,1.354
Iran,2015,1.239
Iran,2016,1.367
Iran,2017,1.471
Iran,2018,0.958
Iran,2019,2.226
Iran,2020,1.635
Iraq,1965,0.965
Iraq,1966,1.135
Iraq,1967,1.283
Iraq,1968,1.45
Iraq,1969,1.364
Iraq,1970,1.311
Iraq,1971,1.388
Iraq,1972,1.171
Iraq,1973,1.739
Iraq,1974,2.434
Iraq,1975,2.551
Iraq,1976,1.988
Iraq,1977,2.378
Iraq,1978,3.091
Iraq,1979,3.591
Iraq,1980,2.017
Iraq,1981,1.794
Iraq,1982,1.69
Iraq,1983,1.527
Iraq,1984,1.415
Iraq,1985,1.197
Iraq,1986,1.061
Iraq,1987,3.83
Iraq,1988,3.285
Iraq,1989,2.932
Iraq,1990,5.661
Iraq,1991,3.885
Iraq,1992,6.005
Iraq,1993,5.225
Iraq,1994,4.628
Iraq,1995,5.37
Iraq,1996,4.718
Iraq,1997,4.101
Iraq,1998,5.481
Iraq,1999,4.194
Iraq,2000,2.964
Iraq,2001,3.03
Iraq,2002,3.926
Iraq,2003,4.396
Iraq,2004,4.947
Iraq,2005,4.364
Iraq,2006,4.33
Iraq,2007,3.715
Iraq,2008,2.287
Iraq,2009,1.964
Iraq,2010,2.34
Iraq,2011,2.065
Iraq,2012,2.498
Iraq,2013,2.439
Iraq,2014,1.572
Iraq,2015,1.408
Iraq,2016,1.606
Iraq,2017,1.054
Iraq,2018,0.982
Iraq,2019,1.159
Iraq,2020,1.222
Ireland,1965,3.877
Ireland,1966,3.117
Ireland,1967,2.718
Ireland,1968,2.228
Ireland,1969,1.682
Ireland,1970,2.946
Ireland,1971,1.643
Ireland,1972,2.296
Ireland,1973,2.036
Ireland,1974,2.475
Ireland,1975,1.75
Ireland,1976,1.944
Ireland,1977,2.289
Ireland,1978,2.062
Ireland,1979,2.213
Ireland,1980,2.32
Ireland,1981,2.443
Ireland,1982,2.295
Ireland,1983,2.261
Ireland,1984,2.012
Ireland,1985,2.34
Ireland,1986,2.378
Ireland,1987,1.755
Ireland,1988,2.243
Ireland,1989,1.741
Ireland,1990,1.656
Ireland,1991,1.711
Ireland,1992,1.873
Ireland,1993,1.739
Ireland,1994,2.014
Ireland,1995,1.533
Ireland,1996,1.517
Ireland,1997,1.542
Ireland,1998,2.073
Ireland,1999,1.882
Ireland,2000,1.908
Ireland,2001,1.55
Ireland,2002,2.085
Ireland,2003,1.752
Ireland,2004,2.105
Ireland,2005,2.694
Ireland,2006,3.464
Ireland,2007,3.771
Ireland,2008,4.833
Ireland,2009,6.027
Ireland,2010,5.452
Ireland,2011,8.324
Ireland,2012,8.129
Ireland,2013,8.833
Ireland,2014,10.009
Ireland,2015,11.522
Ireland,2016,10.501
Ireland,2017,12.288
Ireland,2018,13.731
Ireland,2019,15.834
Ireland,2020,19.411
Israel,1965,0
Israel,1966,0
Israel,1967,0
Israel,1968,0
Israel,1969,0
Israel,1970,0
Israel,1971,0
Israel,1972,0
Israel,1973,0
Israel,1974,0
Israel,1975,0
Israel,1976,0
Israel,1977,0
Israel,1978,0
Israel,1979,0
Israel,1980,0
Israel,1981,0.006
Israel,1982,0.006
Israel,1983,0.003
Israel,1984,0.005
Israel,1985,0.006
Israel,1986,0.016
Israel,1987,0.024
Israel,1988,0.022
Israel,1989,0.006
Israel,1990,0.006
Israel,1991,0.012
Israel,1992,0.054
Israel,1993,0.045
Israel,1994,0.037
Israel,1995,0.036
Israel,1996,0.033
Israel,1997,0.035
Israel,1998,0.032
Israel,1999,0.041
Israel,2000,0.037
Israel,2001,0.024
Israel,2002,0.037
Israel,2003,0.048
Israel,2004,0.043
Israel,2005,0.041
Israel,2006,0.026
Israel,2007,0.024
Israel,2008,0.031
Israel,2009,0.1
Israel,2010,0.161
Israel,2011,0.277
Israel,2012,0.423
Israel,2013,0.534
Israel,2014,0.905
Israel,2015,1.175
Israel,2016,1.58
Israel,2017,1.511
Israel,2018,1.657
Israel,2019,2.606
Israel,2020,4.809
Italy,1965,13.674
Italy,1966,13.078
Italy,1967,11.744
Italy,1968,10.976
Italy,1969,9.9
Italy,1970,8.888
Italy,1971,8.19
Italy,1972,8.145
Italy,1973,7.145
Italy,1974,7.265
Italy,1975,7.948
Italy,1976,7.189
Italy,1977,9.158
Italy,1978,8.026
Italy,1979,7.855
Italy,1980,7.97
Italy,1981,7.692
Italy,1982,7.592
Italy,1983,7.731
Italy,1984,7.788
Italy,1985,7.552
Italy,1986,7.4
Italy,1987,6.956
Italy,1988,6.988
Italy,1989,5.692
Italy,1990,5.244
Italy,1991,6.639
Italy,1992,6.7
Italy,1993,6.763
Italy,1994,7.233
Italy,1995,5.969
Italy,1996,6.66
Italy,1997,6.544
Italy,1998,6.434
Italy,1999,6.911
Italy,2000,6.761
Italy,2001,7.183
Italy,2002,6.386
Italy,2003,5.963
Italy,2004,6.793
Italy,2005,6.035
Italy,2006,6.308
Italy,2007,6.018
Italy,2008,7.69
Italy,2009,9.94
Italy,2010,10.717
Italy,2011,11.65
Italy,2012,13.259
Italy,2013,16.448
Italy,2014,18.434
Italy,2015,16.105
Italy,2016,15.776
Italy,2017,14.943
Italy,2018,16.458
Italy,2019,16.546
Italy,2020,18.539
Japan,1965,11.675
Japan,1966,11.023
Japan,1967,8.305
Japan,1968,7.981
Japan,1969,7.184
Japan,1970,6.45
Japan,1971,6.763
Japan,1972,6.525
Japan,1973,4.613
Japan,1974,5.689
Japan,1975,6.014
Japan,1976,5.814
Japan,1977,5.051
Japan,1978,4.676
Japan,1979,5.197
Japan,1980,5.851
Japan,1981,5.891
Japan,1982,6.322
Japan,1983,6.5
Japan,1984,5.261
Japan,1985,5.963
Japan,1986,5.896
Japan,1987,5.472
Japan,1988,6.105
Japan,1989,6.042
Japan,1990,5.26
Japan,1991,5.556
Japan,1992,4.763
Japan,1993,5.321
Japan,1994,3.835
Japan,1995,4.361
Japan,1996,4.248
Japan,1997,4.643
Japan,1998,4.851
Japan,1999,4.551
Japan,2000,4.525
Japan,2001,4.416
Japan,2002,4.396
Japan,2003,4.981
Japan,2004,4.908
Japan,2005,4.443
Japan,2006,4.931
Japan,2007,4.401
Japan,2008,4.462
Japan,2009,4.637
Japan,2010,5.257
Japan,2011,5.288
Japan,2012,5.191
Japan,2013,5.632
Japan,2014,6.383
Japan,2015,7.412
Japan,2016,7.347
Japan,2017,7.936
Japan,2018,8.555
Japan,2019,8.968
Japan,2020,10.593
Kazakhstan,1985,1.82
Kazakhstan,1986,1.633
Kazakhstan,1987,1.915
Kazakhstan,1988,2.254
Kazakhstan,1989,2.388
Kazakhstan,1990,2.384
Kazakhstan,1991,2.333
Kazakhstan,1992,2.254
Kazakhstan,1993,2.838
Kazakhstan,1994,3.836
Kazakhstan,1995,3.875
Kazakhstan,1996,3.917
Kazakhstan,1997,3.938
Kazakhstan,1998,3.95
Kazakhstan,1999,4.197
Kazakhstan,2000,5.679
Kazakhstan,2001,5.377
Kazakhstan,2002,5.771
Kazakhstan,2003,5.073
Kazakhstan,2004,4.45
Kazakhstan,2005,4.147
Kazakhstan,2006,3.784
Kazakhstan,2007,3.572
Kazakhstan,2008,3.067
Kazakhstan,2009,3.122
Kazakhstan,2010,3.368
Kazakhstan,2011,2.904
Kazakhstan,2012,2.664
Kazakhstan,2013,2.666
Kazakhstan,2014,2.781
Kazakhstan,2015,3.136
Kazakhstan,2016,3.98
Kazakhstan,2017,3.565
Kazakhstan,2018,3.012
Kazakhstan,2019,3.141
Kazakhstan,2020,3.863
Kuwait,1965,0
Kuwait,1966,0
Kuwait,1967,0
Kuwait,1968,0
Kuwait,1969,0
Kuwait,1970,0
Kuwait,1971,0
Kuwait,1972,0
Kuwait,1973,0
Kuwait,1974,0
Kuwait,1975,0
Kuwait,1976,0
Kuwait,1977,0
Kuwait,1978,0
Kuwait,1979,0
Kuwait,1980,0
Kuwait,1981,0
Kuwait,1982,0
Kuwait,1983,0
Kuwait,1984,0
Kuwait,1985,0
Kuwait,1986,0
Kuwait,1987,0
Kuwait,1988,0
Kuwait,1989,0
Kuwait,1990,0
Kuwait,1991,0
Kuwait,1992,0
Kuwait,1993,0
Kuwait,1994,0
Kuwait,1995,0
Kuwait,1996,0
Kuwait,1997,0
Kuwait,1998,0
Kuwait,1999,0
Kuwait,2000,0
Kuwait,2001,0
Kuwait,2002,0
Kuwait,2003,0
Kuwait,2004,0
Kuwait,2005,0
Kuwait,2006,0
Kuwait,2007,0
Kuwait,2008,0
Kuwait,2009,0
Kuwait,2010,0
Kuwait,2011,0
Kuwait,2012,0
Kuwait,2013,0
Kuwait,2014,0.002
Kuwait,2015,0.003
Kuwait,2016,0.027
Kuwait,2017,0.038
Kuwait,2018,0.048
Kuwait,2019,0.091
Kuwait,2020,0.101
Latvia,1985,7.824
Latvia,1986,8.486
Latvia,1987,11.486
Latvia,1988,9.862
Latvia,1989,11.87
Latvia,1990,14.58
Latvia,1991,11.502
Latvia,1992,12.376
Latvia,1993,16.424
Latvia,1994,19.52
Latvia,1995,18.524
Latvia,1996,12.568
